+919599932057,Positive
+919599932057,Positive
+919599932057,Positive
+919599932057,Positive
+919599932057,Negative
+919599932057,Positive
+919599932057,Positive
+919599932057,Positive
+919599932057,Negative
+919599932057,Positive
+919599932057,Negative
() => numbersToCall[currentCallIndex],Positive
+919599932057,Positive
+919599932057,Negative
+919599932057,Negative
+919599932057,Positive
